,Unnamed: 0,title,company_name,location,experience,technical_skills,rank,score,country,Company,Glassdoor_rating
349,327,Senior Data Engineer,Teads,"Montpellier, France",Non spécifié,"['Scala', 'Kafka', 'Cassandra', 'Sql', 'Aws', 'Nosql', 'R', 'Spark']",,,France,Teads,"4,2"
350,328,Data Science - stage,OTOQI,"Paris, France",Non spécifié,"['R', 'Git']",,,France,,
351,329,Senior Data Manager - Promotion & Pricing,Pernod Ricard SA,Anywhere,Non spécifié,"['Tableau', 'R', 'Git']",,,Anywhere,,
352,330,Data Application Management,State Street,"Munich, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
353,331,Data & AI Strategist,Databricks,"Munich, Germany",Non spécifié,"['Azure', 'Aws', 'Spark', 'R', 'Git', 'Databricks']",,,Germany,,
354,332,Internship: Data Management (f/m/div)*,Infineon Technologies,Anywhere,Non spécifié,"['Tableau', 'Llm', 'Excel', 'R', 'Git']",,,Anywhere,,
355,333,Director Data Governance,10001250 - Associate Director Informatician,"Munich, Germany",Non spécifié,"['Jira', 'R', 'Aws']",,,Germany,,
356,334,Data Analyst - e-domizil [German-speaking] (m/f/d),HomeToGo,"Münster, Germany",Non spécifié,"['Tableau', 'Excel', 'Powerbi', 'Sql', 'R', 'Python']",,,Germany,,
357,335,"Director, Data & Analytics Consulting - Machine...",EPAM Systems,"Munich, Germany",Non spécifié,"['Llm', 'Excel', 'Transformers', 'Pytorch', 'R', 'Tensorflow', 'Git', 'Python']",,,Germany,,
358,336,PreMaster Program - Digitalization in the Field of Data Science,Robert Bosch GmbH,Anywhere,Non spécifié,"['Python', 'R', 'Spark']",,,Anywhere,,
359,337,Associate Director* Commercial Data,BioNTech,"Mainz, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
360,338,Working Student - Enterprise Data Office (m/f/d),AZGROUPPROD,"Frankfurt, Germany",Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,Germany,,
361,339,Presales Data Architect - GCP,Rackspace,"Munich, Germany",Non spécifié,"['Excel', 'Oracle', 'Sql', 'Bigquery', 'Spark', 'R', 'Mysql']",,,Germany,,
362,340,Global HR Data Protection Manager (all genders),Beiersdorf AG,"Hamburg, Germany",Non spécifié,"['Excel', 'R', 'Aws', 'Git']",,,Germany,,
363,341,Principal Research Engineer – Data and AI Systems (m/f/d),Huawei Research Center Germany & Austria,"Munich, Germany",Non spécifié,"['Azure', 'Llm', 'Aws', 'Pytorch', 'R', 'Tensorflow', 'S3']",,,Germany,,
364,342,Data Collector - remote,TripActions,"Berlin, Germany",Non spécifié,['R'],,,Germany,,
365,343,Data Privacy Expert CEC (m/w/d),bioMerieux SA Career Site - MULTI-LINGUAL,"Nürtingen, Germany",Non spécifié,"['R', 'Aws']",,,Germany,,
366,344,Data Officer SSBI- Managing Director,State Street,"Munich, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
367,345,Senior Manager Data Strategy - German speaking,Publicis Sapient,"Frankfurt, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
368,346,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Pandas', 'Numpy', 'Llm', 'Sql', 'Pytorch', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Git', 'Python', 'Pyspark']",10.0,75.6,Germany,,
369,347,Big Data Engineer - remote - German - long term contract,K2 Partnering,"Hirschau, Germany",Non spécifié,"['Scala', 'Kafka', 'Excel', 'Sql', 'Docker', 'Bigquery', 'R', 'Java', 'Jenkins', 'Git', 'Gcp', 'Python', 'Terraform', 'Kubernetes', 'Gitlab']",,,Germany,,
370,348,Research assistant (m/f/d) as data curator for PANGAEA,Helmholtz Association of German Research Centres,Germany,Non spécifié,['R'],,,Germany,,
371,349,Academic Expert (f/m/x) in Data Management,Universität zu Köln,"Cologne, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
372,350,Internship (all genders) Global Market Data and Artificial...,BNP Paribas Corporate & Institutional Banking,"Frankfurt, Germany",Non spécifié,"['Tensorflow', 'R', 'Keras']",,,Germany,,
373,351,(Senior) People Data Analyst (m/w/x),Grover,"Berlin, Germany",Non spécifié,"['Excel', 'Dash', 'R']",,,Germany,,
374,352,Data Entry Clerk,Hanns R. Neumann Stiftung,"Hamburg, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
375,353,"Senior Java Engineer, Data Integration",Workato,"Berlin, Germany",Non spécifié,"['Postgresql', 'Kafka', 'Azure', 'Sql server', 'Sql', 'Aws', 'Docker', 'Oracle', 'R', 'Java', 'Kubernetes', 'Rest api']",,,Germany,,
376,354,Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['Postgresql', 'Tableau', 'Elasticsearch', 'Kafka', 'Airflow', 'Excel', 'Sql', 'Aws', 'Docker', 'Mlflow', 'R', 'Git', 'Databricks', 'Kubernetes']",,,Germany,,
377,355,Senior Data Engineer (m/f/d),mrge - commerce advertising,"Berlin, Germany",Non spécifié,"['Airflow', 'Sql', 'Aws', 'R', 'Gcp', 'Python']",,,Germany,,
378,356,Data Engineer - Data Foundation Squad (x/f/m),SellerX,"Berlin, Germany",Non spécifié,"['Snowflake', 'Airflow', 'Sql', 'R', 'Java', 'Python']",,,Germany,,
379,357,Clinical Data Team Lead - Home Based (m/w/d) in Germany,IQVIA,"Frankfurt, Germany",Non spécifié,"['Gcp', 'Excel', 'R', 'Scala']",,,Germany,,
380,358,Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['Excel', 'Sql', 'R', 'Git', 'Python']",,,Germany,,
381,359,ERP23 SAP Data Life Cycle Technical Specialist,Airbus,"Manching, Germany",Non spécifié,"['Excel', 'R', 'Aws', 'Git']",63.0,72.5,Germany,,
382,360,Data Solutions Architect and Manager (m/f/d),Umicore,"Hanau, Germany",Non spécifié,"['Scala', 'Azure data factory', 'Azure', 'Sql server', 'Excel', 'Sql', 'R', 'Git', 'Databricks']",,,Germany,,
383,361,Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['Excel', 'Sql', 'R', 'Git', 'Python']",,,Germany,,
384,362,(Senior) Business Data Analyst - E2E Data Model (m/w/d),E.ON,"Munich, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
385,363,Data Engineer,SumUp,Germany,Non spécifié,"['Snowflake', 'Kafka', 'Streamlit', 'Excel', 'Cassandra', 'Sql', 'Aws', 'Mlflow', 'R', 'Spark', 'Generative ai', 'Git', 'Python', 'Kubernetes', 'S3', 'Pyspark']",,,Germany,,
386,364,Senior Big Data Engineer (f/m/x) Hadoop & Cloud,0010 Deutsche Bank Aktiengesellschaft,Anywhere,Non spécifié,"['Excel', 'Sql', 'Hadoop', 'Nosql', 'Bigquery', 'R', 'Spark', 'Java', 'Gcp', 'Python']",,,Anywhere,,
387,365,"Technical Architect, Solution Engineering (Different levels...",Salesforce,"Jena, Germany   (+6 others)",Non spécifié,"['Tableau', 'Snowflake', 'Azure', 'Powerbi', 'Sql', 'Databricks', 'R', 'Generative ai', 'Java', 'Git', 'Python']",,,Germany,,
388,366,Intern (m/f/d) - Data Analytics,Alvarez and Marsal,"Frankfurt, Germany",Non spécifié,"['Tableau', 'Excel', 'Sql', 'Vba', 'R', 'Python']",,,Germany,,
389,367,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Pandas', 'Numpy', 'Llm', 'Sql', 'Pytorch', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Git', 'Python', 'Pyspark']",10.0,75.6,Germany,,
390,368,Data Analytics Consultant (Retail & CPG) (m/f/d),EPAM Systems,Germany,Non spécifié,"['R', 'Git']",,,Germany,,
391,369,Master Data Intern (in Procurement),INEOS Automotive,Germany,Non spécifié,['R'],,,Germany,,
392,370,Working student (f/m/d)  - Data Center,IONOS SE,"Karlsruhe, Germany",Non spécifié,"['Sas', 'R', 'Llm']",,,Germany,,
393,371,Senior Data Engineer (Experimentation Platform),GetYourGuide,Anywhere,Non spécifié,"['Scala', 'Kafka', 'Excel', 'Hadoop', 'Spark', 'R', 'Python']",,,Anywhere,,
394,372,Data Scientist (f/m/d) - Process Development,NexWafe,"Freiburg im Breisgau, Germany",Non spécifié,"['Python', 'R']",,,Germany,,
395,373,Global Distribution Data Product Owner (m/f/d),Allianz,Germany,Non spécifié,"['R', 'Git']",,67.7,Germany,,
396,374,ESG Data Consolidation and Impact Valuation Analyst (d/f/m),Novartis,Germany,Non spécifié,"['Dash', 'R', 'Sas']",85.0,71.4,Germany,,
397,375,Intern (m/f/d) Equity Index Engineering – Market Data Research,Solactive AG,"Frankfurt, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
398,376,"Data Scientist, Global Selling",Stripe,"Berlin, Germany",Non spécifié,"['Scala', 'Sql', 'Aws', 'R', 'Spark', 'Python']",,,Germany,,
399,377,Data Engineer,SumUp,Germany,Non spécifié,"['Snowflake', 'Kafka', 'Streamlit', 'Excel', 'Cassandra', 'Sql', 'Aws', 'Mlflow', 'R', 'Spark', 'Generative ai', 'Git', 'Python', 'Kubernetes', 'S3', 'Pyspark']",,,Germany,,
400,378,Location Data Specialist,TSMG,"Ingolstadt, Germany",Non spécifié,['R'],,,Germany,,
401,379,AI Platform Expert (m/f/d),KION Information Management Services GmbH (MH-D-KIM),Anywhere,Non spécifié,"['Azure', 'Excel', 'Sql', 'Aws', 'Dash', 'Databricks', 'R', 'Generative ai', 'Gcp', 'Python']",,,Anywhere,,
402,380,Intern/WS - Product Data Science,Celonis,"Munich, Germany",Non spécifié,"['Pandas', 'Sql', 'Aws', 'R', 'Git', 'Python']",,,Germany,,
403,381,Work at Home Data Entry Clerk,Toward Jobs Online,"Hamburg, Germany",Non spécifié,"['Excel', 'R']",,,Germany,,
404,382,Senior Data Scientist,Masentó Group,"Berlin, Germany",Non spécifié,"['Pandas', 'Numpy', 'Tableau', 'Powerbi', 'Docker', 'R', 'Git', 'Python', 'Matplotlib']",,,Germany,,
405,383,Working student – Data Labeling,Caresyntax,Anywhere,Non spécifié,['R'],,,Anywhere,,
406,384,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Pandas', 'Numpy', 'Llm', 'Sql', 'Pytorch', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Git', 'Python', 'Pyspark']",10.0,75.6,Germany,,
407,385,Entry-Level AI Data Rater - German language,Welocalize,Germany,Non spécifié,"['Nlp', 'Excel', 'R']",,,Germany,,
408,386,SAP HCM Consultant (w/m/d) – Data Deletion - April,KOMMLINk,"Düsseldorf, Germany",Non spécifié,['R'],,,Germany,,
409,387,"People Analytics: Hype, Fear and Real Opportunities",HIIG,"Berlin, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
410,388,Senior Manager of Spotfire Sales,Cloud Software Group,"Munich, Germany   (+5 others)",Non spécifié,"['Excel', 'Dash', 'R', 'Aws']",,,Germany,,
411,389,Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['Postgresql', 'Tableau', 'Elasticsearch', 'Kafka', 'Airflow', 'Excel', 'Sql', 'Aws', 'Docker', 'Mlflow', 'R', 'Git', 'Databricks', 'Kubernetes']",,,Germany,,
412,390,Location Data Specialist,TSMG,"Mainz, Germany",Non spécifié,['R'],,,Germany,,
413,391,Data Engineer (f/m/x),RTL Deutschland GmbH,"Cologne, Germany",Non spécifié,"['Scala', 'Excel', 'Sql', 'Aws', 'R', 'Spark', 'Git', 'Gcp', 'Python']",,,Germany,,
414,392,IT Infrastructure Specialist (f/m/d),Trakken GmbH,"Berlin, Germany   (+3 others)",Non spécifié,"['R', 'Gitlab', 'Git']",,,Germany,,
415,393,Alcemy: Data Scientist in a Climate Tech Startup,Alcemy,Germany,Non spécifié,"['Pandas', 'Numpy', 'Postgresql', 'Streamlit', 'Excel', 'Sql', 'Aws', 'Dash', 'Plotly', 'R', 'Terraform', 'Git', 'Python', 'Scikit-learn', 'Kubernetes', 'S3']",,,Germany,,
416,394,Data Analyst (m/f/d),GULP Solution Services GmbH & Co. KG,"Munich, Germany",Non spécifié,"['Sql', 'Jira', 'Dash', 'R', 'Spark', 'Git', 'Python', 'Pyspark']",,,Germany,,
417,395,Duales Studium Data Science Bachelor of Science 2024 (w/m/d),PwC - PricewaterhouseCoopers,"Leipzig, Germany   (+5 others)",Non spécifié,"['R', 'Git']",,,Germany,,
418,396,Traineeship in Data Science and Analytics in HR,The European Central Bank,Anywhere,Non spécifié,"['Sql', 'Tableau', 'R', 'Excel']",,,Anywhere,,
419,397,Consumer Healthcare Data & Analytics Project Lead - VIE Contract...,(0525) A. Nattermann & Cie. GmbH,Anywhere,Non spécifié,"['Excel', 'Powerbi', 'Dash', 'R', 'Git']",,,Anywhere,,
420,398,European Graduate Program - Data Science (Operations & Supply Chain),Avery Dennison,"Gotha, Germany",Non spécifié,"['Python', 'R', 'Git']",,,Germany,,
421,399,SAP Material Master Data Expert (m/f/d),NAXCON GmbH,"Cologne, Germany",Non spécifié,['R'],,,Germany,,
422,400,Backend Developer (m/f/d),Data Virtuality GmbH,"Leipzig, Germany",Non spécifié,"['Postgresql', 'Snowflake', 'Azure', 'Sql server', 'Sql', 'Docker', 'Jira', 'Oracle', 'Redshift', 'Kanban', 'R', 'Java', 'Jenkins', 'Git', 'Mysql']",,,Germany,,
423,401,Senior Data Science Manager – Visa Consulting & Analytics,Visa,"Frankfurt, Germany",Non spécifié,"['Scala', 'Sql', 'Hadoop', 'R', 'Spark', 'Git', 'Python']",32.0,74.1,Germany,,
424,402,Senior Data Analyst / Applied Scientist (Brand Marketing/MMM),GetYourGuide,"Berlin, Germany",Non spécifié,"['Pandas', 'Excel', 'Sql', 'Dash', 'Databricks', 'R', 'Spark', 'Python', 'Scikit-learn']",,,Germany,,
425,403,Fraud Data Analyst,EBA CLEARING,"Frankfurt, Germany",Non spécifié,"['Python', 'R', 'Excel']",,,Germany,,
426,404,"Data Mapping Editor, deutsch",Jobs for Humanity,"Cologne, Germany",Non spécifié,"['Excel', 'R', 'Git']",,,Germany,,
427,405,EHS Data & Hazard Communication Specialist,Roche,"Mannheim, Germany   (+5 others)",Non spécifié,"['Excel', 'R', 'Scala']",70.0,72.1,Germany,,
428,406,Initiativbewerbung (m/w/d),Alexander Thamm GmbH,Germany,Non spécifié,['R'],,,Germany,,
429,407,Senior Associate Data Science,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['Dash', 'R', 'Git']",,,Germany,,
430,408,Consultant Master Data Governance (f/m/x),43280 GEA Group Services GmbH,Anywhere,Non spécifié,"['R', 'Spark']",,,Anywhere,,
431,409,Data Analyst,test,"Frankfurt, Germany",Non spécifié,['R'],,,Germany,,
432,410,Cloud Platform Engineer (Data & AI) (m/f/d) 1,Schwarz Gruppe,Germany,Non spécifié,"['Azure', 'Excel', 'R', 'Java', 'Git', 'Python', 'Kubernetes']",,,Germany,,
433,411,Working Student Data Management in Wind and PV (d/f/m),RWE,"Essen, Germany",Non spécifié,"['Tableau', 'Sql', 'Hadoop', 'Dash', 'Databricks', 'R', 'Spark', 'Python']",,,Germany,,
434,412,Python Entwickler*in mit Data Science Schwerpunkt für das...,Lumenaza,"Berlin, Germany",Non spécifié,"['Pandas', 'Postgresql', 'Elasticsearch', 'Excel', 'Microservices', 'Sql', 'Docker', 'Keras', 'R', 'Tensorflow', 'Git', 'Python', 'Scikit-learn', 'Django', 'Gitlab']",,,Germany,,
435,413,Location Data Specialist,TSMG,"Albstadt, Germany",Non spécifié,['R'],,,Germany,,
436,414,"Dual Study Data Science and Artificial Intelligence, DHBW Mannheim...",640 P&G Service GmbH,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
437,415,Product Owner (w/m/d) - Team Secure Data Exchange,Zertificon Solutions GmbH,Anywhere,Non spécifié,['R'],,,Anywhere,,
438,416,Data Governance Advisor,Prominence Advisors,Germany,Non spécifié,"['R', 'Sas']",,,Germany,,
439,417,"Senior Data Analyst, Marketing/Measurement",GetYourGuide,Anywhere,Non spécifié,"['Pandas', 'Excel', 'Sql', 'Databricks', 'R', 'Spark', 'Git', 'Python', 'Scikit-learn', 'Pyspark']",,,Anywhere,,
440,418,Data processing jobs from home,HR Admin,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
441,419,Intern - ML Bio-Image Processing and Data Analysis (m/f/d),Dewpoint Therapeutics,Germany,Non spécifié,['R'],,,Germany,,
442,420,Towards an African Narrative on Digital Sovereignty,HIIG,"Berlin, Germany",Non spécifié,"['R', 'Aws', 'Git']",,,Germany,,
443,421,Senior Data Scientist,Mobileum,Germany,Non spécifié,"['Numpy', 'Xgboost', 'Excel', 'Seaborn', 'Sql', 'Spark', 'R', 'Java', 'Python', 'Scikit-learn', 'Rest api', 'Matplotlib']",,,Germany,,
444,422,Principal Design Expert for Computing DC/DC Power Module (m/f/d),Huawei Research Center Germany & Austria,"Nuremberg, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
445,423,"Working Student, SpaceOps",Planet,"Berlin, Germany",Non spécifié,"['Python', 'R', 'Jenkins', 'Git']",,,Germany,,
446,424,Senior Data Engineer (German Speaker),Publicis Sapient,"Munich, Germany",Non spécifié,"['R', 'Scala', 'Git']",,,Germany,,
447,425,Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['Sql', 'Dash', 'R']",,,Anywhere,,
448,426,Location Data Specialist,TSMG,"Koblenz, Germany",Non spécifié,['R'],,,Germany,,
449,427,Master Thesis - Data Scientist (f/m/x),ZEISS,"Aalen, Germany",Non spécifié,"['Python', 'R', 'Excel']",,,Germany,,
450,428,Head of Clinical Data Technology - all genders,(2168) Sanofi-Aventis Deutschland GmbH,Anywhere,Non spécifié,"['Gcp', 'Excel', 'R', 'Git']",,,Anywhere,,
451,429,Amazon Careers - Freshers Jobs - Data Entry Post,HR Admin,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
452,430,Research Scientist Neural Rendering for Multi-Modal Synthetic Data...,Bosch Group,"Renningen, Germany",Non spécifié,"['Pytorch', 'R', 'Tensorflow', 'Spark', 'Git', 'Python']",2.0,76.8,Germany,,
453,431,Clinical Data Manager / Senior Clinical Data Manager ...,Worldwide Clinical Trials,Anywhere,Non spécifié,"['Excel', 'R', 'Sas']",,,Anywhere,,
454,432,Senior Associate Data Science - German speaking,Publicis Sapient,"Kriftel, Germany",Non spécifié,"['Git', 'Tableau', 'Docker', 'Dash', 'R', 'Kubernetes']",,,Germany,,
455,433,Project Manager (m/f/d) - Data Centre Projects,Turner & Townsend,"Frankfurt, Germany",Non spécifié,['R'],,,Germany,,
456,434,Senior Business Intelligence Analyst (f/m/x),Vimcar,"Berlin, Germany",Non spécifié,"['Sql', 'Dash', 'Tableau', 'R']",,,Germany,,
457,435,Senior Associate Data Engineering,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['R', 'Scala', 'Git']",,,Germany,,
458,436,Central Monitor,Alimentiv,"Frankfurt, Germany   (+3 others)",Non spécifié,"['Scala', 'Excel', 'Dash', 'R', 'Gcp']",,,Germany,,
459,437,Senior Associate Data Science - German speaking,Publicis Sapient,"Krailling, Germany",Non spécifié,"['Git', 'Tableau', 'Docker', 'Dash', 'R', 'Kubernetes']",,,Germany,,
460,438,Data Center Manager (m/w/d),Roche,"Penzberg, Germany",Non spécifié,['R'],70.0,72.1,Germany,,
461,439,Manager Data Analytics,Publicis Sapient,"North Rhine-Westphalia, Germany",Non spécifié,"['R', 'Git']",,,Germany,,
462,440,Clinical Data Analyst,Lilly,"Cork, Ireland",Non spécifié,"['Shiny', 'Tableau', 'Sas', 'Excel', 'Powerbi', 'Sql', 'R', 'Git', 'Python']",,,Ireland,,
463,441,Data Analytics and AI - Senior Manager - Data Analytics,EY,"Dublin 2, Ireland",Non spécifié,"['Tableau', 'Scala', 'Azure', 'Powerbi', 'Sql', 'Aws', 'R', 'Git', 'Gcp', 'Python']",,,Ireland,,
464,442,Data Services Analyst - Investment Services,U.S. Bank National Association,"Dublin, Ireland",Non spécifié,"['Sql', 'R', 'Scala', 'Excel']",,,Ireland,,
465,443,Manufacturing Data Engineer & PI System Technical Lead,AstraZeneca,"Dublin, Ireland",Non spécifié,"['Tableau', 'Excel', 'Sql', 'R', 'Git', 'Python']",,,Ireland,,
466,444,GBI Software Engineer (Data Apps + Frontend),Apple,"Cork, Ireland",Non spécifié,"['Scala', 'Excel', 'R', 'Java', 'Python', 'S3']",57.0,72.7,Ireland,,
467,445,Sustainability Data Analyst,Woodie's,"Dublin, Ireland",Non spécifié,"['Excel', 'Dash', 'R']",,,Ireland,,
468,446,Senior Data Engineer,Amach,"Dublin, Ireland",Non spécifié,"['Tableau', 'Snowflake', 'Sql server', 'Powerbi', 'Sql', 'Aws', 'Dash', 'R', 'Git']",,,Ireland,,
469,447,Senior Privacy & Data Protection Counsel,Cloud Software Group,"Dublin, Ireland",Non spécifié,"['Scala', 'R', 'Aws']",,,Ireland,,
470,448,"Associate Director, Data Analytics Engineering",Sun Life,"Waterford, Ireland",Non spécifié,"['Snowflake', 'Scala', 'Dataiku', 'Excel', 'Aws', 'R']",,,Ireland,,
471,449,Data Center Chief Engineer,Salute Mission Critical,"Dublin, Ireland",Non spécifié,"['Transformers', 'Excel', 'R']",,,Ireland,,
472,450,Data Architect,Primark,"Dublin, Ireland",Non spécifié,"['Tableau', 'R']",,,Ireland,,
473,451,Senior Data Engineer,Neuratek Search,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Scala', 'R', 'Terraform', 'Git']",,,Ireland,,
474,452,Data Scientist,Version1 Software,Anywhere,Non spécifié,"['Snowflake', 'Gpt', 'Excel', 'Sql', 'Aws', 'Oracle', 'R', 'Git']",,,Anywhere,,
475,453,Technology Consulting (DES) - Data Solution Architect - Senior Manager,EY,"Dublin 2, Ireland",Non spécifié,"['Mongodb', 'Azure', 'Sql server', 'Excel', 'Cassandra', 'Sql', 'Aws', 'Oracle', 'R', 'Git']",,,Ireland,,
476,454,Materials Data Analyst -  Temporary 9 months,Coca Cola Careers,"Ballina, County Mayo, Ireland",Non spécifié,"['Dash', 'R', 'Aws']",,,Ireland,,
477,455,Data Scientist II,Rent the Runway,"Galway, Ireland",Non spécifié,"['Python', 'R']",,,Ireland,,
478,456,Lead Data Engineer,DraftKings,Anywhere,Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Sql server', 'Airflow', 'Excel', 'Sql', 'Aws', 'Bigquery', 'Redshift', 'R', 'Mysql', 'S3']",,,Anywhere,,
479,457,Data Analytics Consultant,Bluecrux,"Dublin, Ireland",Non spécifié,['R'],,,Ireland,,
480,458,Staff Data Engineer,Tenable,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Kafka', 'Excel', 'Sql', 'Aws', 'Nosql', 'Docker', 'R', 'Jenkins', 'Git', 'Terraform', 'Python', 'Kubernetes']",,,Ireland,,
481,459,Bloomberg Data Management Services (DMS) Internship 2024 (Flex...,Bloomberg,Anywhere,Non spécifié,"['Kafka', 'Sql', 'Nosql', 'Oracle', 'R', 'Java', 'Python']",,,Anywhere,,
482,460,Data Integrity Analyst,PGIM,Ireland,Non spécifié,"['Tableau', 'Excel', 'Sql', 'R', 'Python']",,,Ireland,,
483,461,Data Architect,CFCL Cork,"Cork, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
484,462,ESG Data Operations,Careers at KKR,"Dublin, Ireland",Non spécifié,"['Tableau', 'Scala', 'Excel', 'Sql', 'R', 'Python']",,,Ireland,,
485,463,Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['Sql', 'Dash', 'R', 'Excel']",,,Ireland,,
486,464,Lead Data Scientist,Mastercard,"County Dublin, Ireland",Non spécifié,"['Tableau', 'Azure', 'Excel', 'Aws', 'Hadoop', 'Dash', 'R', 'Spark', 'Generative ai', 'Git', 'Python']",51.0,72.9,Ireland,,
487,465,Senior Data Scientist,Stantec UK,"Dublin, Ireland",Non spécifié,"['Sql', 'R', 'Spark', 'Git', 'Python']",,,Ireland,,
488,466,Senior Data Scientist,2K,"Dublin, Ireland",Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,Ireland,,
489,467,Managing Director of Global Privacy Legal & EMEA Data Protection...,Dell Technologies,"Cork, Ireland",Non spécifié,"['Scala', 'Excel', 'Aws', 'R', 'Git']",73.0,71.9,Ireland,,
490,468,Market Data Operations,Enfusion,"Dublin, Ireland",Non spécifié,"['Scala', 'Excel', 'Sql', 'Aws', 'R', 'Java']",,,Ireland,,
491,469,"Data, Technology & Change Graduate Programme 2024",Bank of Ireland,"Dublin, Ireland",Non spécifié,"['R', 'Git']",,,Ireland,,
492,470,Data Analytics Consultant,Bluecrux,"Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
493,471,Senior Data Analyst,LearnUpon,Anywhere,Non spécifié,"['Tableau', 'Snowflake', 'Excel', 'Sql', 'Oracle', 'Dash', 'R', 'Python', 'Mysql']",,,Anywhere,,
494,472,Data Scientist,Apple,"Cork, Ireland",Non spécifié,"['Streamlit', 'Excel', 'Sql', 'Docker', 'Oracle', 'R', 'Kubernetes', 'Python', 'Mysql']",57.0,72.7,Ireland,,
495,473,Data Analyst,PCI IRL Millmount Healthcare Ltd,Anywhere,Non spécifié,"['Excel', 'Dash', 'R']",,,Anywhere,,
496,474,"Senior Data Analyst, Analytics",chainlink labs,Anywhere,Non spécifié,"['Sql', 'Aws', 'Oracle', 'Dash', 'R', 'Gcp', 'Python']",,,Anywhere,,
497,475,Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['Excel', 'Microservices', 'Aws', 'R', 'Python']",,,Ireland,,
498,476,Data Analyst / Application Development Internship,IBM,"Dublin, Ireland",Non spécifié,['R'],52.0,72.9,Ireland,,
499,477,Data Governance Manager,Innovate Skillsource,"Limerick, Ireland",Non spécifié,"['Snowflake', 'Excel', 'Sql', 'Aws', 'R', 'Gcp']",,,Ireland,,
500,478,Data Center Technician (S2/S3) - France,Trinity IT Services,"Dublin 2, Ireland",Non spécifié,"['Python', 'R', 'Scala']",,,Ireland,,
501,479,Geith SAP Master Data Lead,Doosan Corp,"Swords, County Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
502,480,"Data Scientist, Product Analytics",Meta,"Dublin, Ireland",Non spécifié,"['Sql', 'Python', 'R']",,,Ireland,,
503,481,Analyst - Funds Operations - Data Management,CFCL Cork,"Cork, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
504,482,QA Systems Specialist,ABBVIE,"Carrigtohill, Carrigtwohill, County Cork, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
505,483,Operations Data Quality Analyst,Viatris,"Swords, County Dublin, Ireland",Non spécifié,"['Sql server', 'Excel', 'Sql', 'Dash', 'R']",,,Ireland,,
506,484,Senior Data Scientist,Teckro,Ireland,Non spécifié,"['Tableau', 'Llm', 'Excel', 'R', 'Generative ai', 'Python']",,,Ireland,,
507,485,"Director, Data Center Operations Mgmt",ServiceNow,"Dublin, Ireland",Non spécifié,"['Dash', 'R']",,,Ireland,,
508,486,Senior Pricing Data Scientist,Xcede,"Dublin, Ireland",Non spécifié,"['Random forest', 'Azure', 'Xgboost', 'Excel', 'Sql', 'Aws', 'R', 'Python']",,,Ireland,,
509,487,Data Scientist - iToBoS,Trilateral Research,Anywhere,Non spécifié,"['Pandas', 'Random forest', 'Excel', 'Sql', 'Pytorch', 'R', 'Git', 'Python', 'Scikit-learn']",,,Anywhere,,
