,title,company_name,location,experience,technical_skills,rank,score,country
384,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['spark', 'tensorflow', 'r', 'databricks', 'llm', 'pyspark', 'pandas', 'sql', 'pytorch', 'git', 'numpy', 'python']",10.,75.6,Germany
385,Entry-Level AI Data Rater - German language,Welocalize,Germany,Non spécifié,"['r', 'nlp', 'excel']",,,Germany
386,SAP HCM Consultant (w/m/d) – Data Deletion - April,KOMMLINk,"Düsseldorf, Germany",Non spécifié,['r'],,,Germany
387,"People Analytics: Hype, Fear and Real Opportunities",HIIG,"Berlin, Germany",Non spécifié,"['r', 'git']",,,Germany
388,Senior Manager of Spotfire Sales,Cloud Software Group,"Munich, Germany   (+5 others)",Non spécifié,"['r', 'dash', 'excel', 'aws']",,,Germany
389,Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['kafka', 'tableau', 'r', 'airflow', 'docker', 'databricks', 'elasticsearch', 'postgresql', 'mlflow', 'excel', 'sql', 'aws', 'git', 'kubernetes']",,,Germany
390,Location Data Specialist,TSMG,"Mainz, Germany",Non spécifié,['r'],,,Germany
391,Data Engineer (f/m/x),RTL Deutschland GmbH,"Cologne, Germany",Non spécifié,"['spark', 'gcp', 'r', 'excel', 'sql', 'aws', 'scala', 'git', 'python']",,,Germany
392,IT Infrastructure Specialist (f/m/d),Trakken GmbH,"Berlin, Germany   (+3 others)",Non spécifié,"['gitlab', 'r', 'git']",,,Germany
393,Alcemy: Data Scientist in a Climate Tech Startup,Alcemy,Germany,Non spécifié,"['numpy', 'streamlit', 'terraform', 'plotly', 'r', 'postgresql', 'pandas', 'excel', 's3', 'sql', 'aws', 'scikit-learn', 'dash', 'git', 'kubernetes', 'python']",,,Germany
394,Data Analyst (m/f/d),GULP Solution Services GmbH & Co. KG,"Munich, Germany",Non spécifié,"['spark', 'jira', 'r', 'pyspark', 'sql', 'dash', 'git', 'python']",,,Germany
395,Duales Studium Data Science Bachelor of Science 2024 (w/m/d),PwC - PricewaterhouseCoopers,"Leipzig, Germany   (+5 others)",Non spécifié,"['r', 'git']",,,Germany
396,Traineeship in Data Science and Analytics in HR,The European Central Bank,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'sql']",,,Anywhere
397,Consumer Healthcare Data & Analytics Project Lead - VIE Contract...,(0525) A. Nattermann & Cie. GmbH,Anywhere,Non spécifié,"['r', 'excel', 'powerbi', 'dash', 'git']",,,Anywhere
398,European Graduate Program - Data Science (Operations & Supply Chain),Avery Dennison,"Gotha, Germany",Non spécifié,"['r', 'git', 'python']",,,Germany
399,SAP Material Master Data Expert (m/f/d),NAXCON GmbH,"Cologne, Germany",Non spécifié,['r'],,,Germany
400,Backend Developer (m/f/d),Data Virtuality GmbH,"Leipzig, Germany",Non spécifié,"['jira', 'azure', 'kanban', 'r', 'docker', 'sql server', 'snowflake', 'postgresql', 'jenkins', 'oracle', 'mysql', 'sql', 'redshift', 'git', 'java']",,,Germany
401,Senior Data Science Manager – Visa Consulting & Analytics,Visa,"Frankfurt, Germany",Non spécifié,"['spark', 'r', 'sql', 'scala', 'git', 'hadoop', 'python']",32.,74.1,Germany
402,Senior Data Analyst / Applied Scientist (Brand Marketing/MMM),GetYourGuide,"Berlin, Germany",Non spécifié,"['spark', 'r', 'databricks', 'pandas', 'excel', 'sql', 'dash', 'scikit-learn', 'python']",,,Germany
403,Fraud Data Analyst,EBA CLEARING,"Frankfurt, Germany",Non spécifié,"['r', 'excel', 'python']",,,Germany
404,"Data Mapping Editor, deutsch",Jobs for Humanity,"Cologne, Germany",Non spécifié,"['r', 'excel', 'git']",,,Germany
405,EHS Data & Hazard Communication Specialist,Roche,"Mannheim, Germany   (+5 others)",Non spécifié,"['r', 'excel', 'scala']",70.,72.1,Germany
406,Initiativbewerbung (m/w/d),Alexander Thamm GmbH,Germany,Non spécifié,['r'],,,Germany
407,Senior Associate Data Science,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['r', 'git', 'dash']",,,Germany
408,Consultant Master Data Governance (f/m/x),43280 GEA Group Services GmbH,Anywhere,Non spécifié,"['r', 'spark']",,,Anywhere
409,Data Analyst,test,"Frankfurt, Germany",Non spécifié,['r'],,,Germany
410,Cloud Platform Engineer (Data & AI) (m/f/d) 1,Schwarz Gruppe,Germany,Non spécifié,"['java', 'azure', 'r', 'excel', 'git', 'kubernetes', 'python']",,,Germany
411,Working Student Data Management in Wind and PV (d/f/m),RWE,"Essen, Germany",Non spécifié,"['spark', 'tableau', 'r', 'databricks', 'sql', 'dash', 'hadoop', 'python']",,,Germany
412,Python Entwickler*in mit Data Science Schwerpunkt für das...,Lumenaza,"Berlin, Germany",Non spécifié,"['gitlab', 'microservices', 'tensorflow', 'r', 'docker', 'elasticsearch', 'postgresql', 'pandas', 'excel', 'sql', 'django', 'scikit-learn', 'git', 'keras', 'python']",,,Germany
413,Location Data Specialist,TSMG,"Albstadt, Germany",Non spécifié,['r'],,,Germany
414,"Dual Study Data Science and Artificial Intelligence, DHBW Mannheim...",640 P&G Service GmbH,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
415,Product Owner (w/m/d) - Team Secure Data Exchange,Zertificon Solutions GmbH,Anywhere,Non spécifié,['r'],,,Anywhere
416,Data Governance Advisor,Prominence Advisors,Germany,Non spécifié,"['r', 'sas']",,,Germany
417,"Senior Data Analyst, Marketing/Measurement",GetYourGuide,Anywhere,Non spécifié,"['spark', 'r', 'databricks', 'pyspark', 'excel', 'pandas', 'sql', 'scikit-learn', 'git', 'python']",,,Anywhere
418,Data processing jobs from home,HR Admin,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
419,Intern - ML Bio-Image Processing and Data Analysis (m/f/d),Dewpoint Therapeutics,Germany,Non spécifié,['r'],,,Germany
420,Towards an African Narrative on Digital Sovereignty,HIIG,"Berlin, Germany",Non spécifié,"['r', 'git', 'aws']",,,Germany
421,Senior Data Scientist,Mobileum,Germany,Non spécifié,"['spark', 'numpy', 'rest api', 'r', 'seaborn', 'matplotlib', 'excel', 'sql', 'scikit-learn', 'xgboost', 'java', 'python']",,,Germany
422,Principal Design Expert for Computing DC/DC Power Module (m/f/d),Huawei Research Center Germany & Austria,"Nuremberg, Germany",Non spécifié,"['r', 'git']",,,Germany
423,"Working Student, SpaceOps",Planet,"Berlin, Germany",Non spécifié,"['r', 'jenkins', 'git', 'python']",,,Germany
424,Senior Data Engineer (German Speaker),Publicis Sapient,"Munich, Germany",Non spécifié,"['r', 'git', 'scala']",,,Germany
425,Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['r', 'sql', 'dash']",,,Anywhere
426,Location Data Specialist,TSMG,"Koblenz, Germany",Non spécifié,['r'],,,Germany
427,Master Thesis - Data Scientist (f/m/x),ZEISS,"Aalen, Germany",Non spécifié,"['r', 'excel', 'python']",,,Germany
428,Head of Clinical Data Technology - all genders,(2168) Sanofi-Aventis Deutschland GmbH,Anywhere,Non spécifié,"['r', 'excel', 'git', 'gcp']",,,Anywhere
429,Amazon Careers - Freshers Jobs - Data Entry Post,HR Admin,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
430,Research Scientist Neural Rendering for Multi-Modal Synthetic Data...,Bosch Group,"Renningen, Germany",Non spécifié,"['spark', 'tensorflow', 'r', 'pytorch', 'git', 'python']",2.,76.8,Germany
431,Clinical Data Manager / Senior Clinical Data Manager ...,Worldwide Clinical Trials,Anywhere,Non spécifié,"['r', 'excel', 'sas']",,,Anywhere
432,Senior Associate Data Science - German speaking,Publicis Sapient,"Kriftel, Germany",Non spécifié,"['tableau', 'r', 'docker', 'dash', 'git', 'kubernetes']",,,Germany
433,Project Manager (m/f/d) - Data Centre Projects,Turner & Townsend,"Frankfurt, Germany",Non spécifié,['r'],,,Germany
434,Senior Business Intelligence Analyst (f/m/x),Vimcar,"Berlin, Germany",Non spécifié,"['tableau', 'r', 'sql', 'dash']",,,Germany
435,Senior Associate Data Engineering,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['r', 'git', 'scala']",,,Germany
436,Central Monitor,Alimentiv,"Frankfurt, Germany   (+3 others)",Non spécifié,"['gcp', 'r', 'excel', 'dash', 'scala']",,,Germany
437,Senior Associate Data Science - German speaking,Publicis Sapient,"Krailling, Germany",Non spécifié,"['tableau', 'r', 'docker', 'dash', 'git', 'kubernetes']",,,Germany
438,Data Center Manager (m/w/d),Roche,"Penzberg, Germany",Non spécifié,['r'],70.,72.1,Germany
439,Manager Data Analytics,Publicis Sapient,"North Rhine-Westphalia, Germany",Non spécifié,"['r', 'git']",,,Germany
440,Clinical Data Analyst,Lilly,"Cork, Ireland",Non spécifié,"['tableau', 'r', 'shiny', 'excel', 'sql', 'powerbi', 'git', 'sas', 'python']",,,Ireland
441,Data Analytics and AI - Senior Manager - Data Analytics,EY,"Dublin 2, Ireland",Non spécifié,"['azure', 'gcp', 'tableau', 'r', 'aws', 'powerbi', 'sql', 'scala', 'git', 'python']",,,Ireland
442,Data Services Analyst - Investment Services,U.S. Bank National Association,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'sql', 'scala']",,,Ireland
443,Manufacturing Data Engineer & PI System Technical Lead,AstraZeneca,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'git', 'python']",,,Ireland
444,GBI Software Engineer (Data Apps + Frontend),Apple,"Cork, Ireland",Non spécifié,"['r', 'excel', 's3', 'scala', 'java', 'python']",57.,72.7,Ireland
445,Sustainability Data Analyst,Woodie's,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'dash']",,,Ireland
446,Senior Data Engineer,Amach,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'aws', 'sql server', 'snowflake', 'powerbi', 'sql', 'dash', 'git']",,,Ireland
447,Senior Privacy & Data Protection Counsel,Cloud Software Group,"Dublin, Ireland",Non spécifié,"['r', 'scala', 'aws']",,,Ireland
448,"Associate Director, Data Analytics Engineering",Sun Life,"Waterford, Ireland",Non spécifié,"['r', 'snowflake', 'excel', 'aws', 'dataiku', 'scala']",,,Ireland
449,Data Center Chief Engineer,Salute Mission Critical,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'transformers']",,,Ireland
450,Data Architect,Primark,"Dublin, Ireland",Non spécifié,"['tableau', 'r']",,,Ireland
451,Senior Data Engineer,Neuratek Search,"Dublin, Ireland",Non spécifié,"['terraform', 'r', 'snowflake', 'scala', 'git']",,,Ireland
452,Data Scientist,Version1 Software,Anywhere,Non spécifié,"['r', 'snowflake', 'excel', 'oracle', 'sql', 'aws', 'git', 'gpt']",,,Anywhere
453,Technology Consulting (DES) - Data Solution Architect - Senior Manager,EY,"Dublin 2, Ireland",Non spécifié,"['azure', 'r', 'mongodb', 'sql server', 'cassandra', 'excel', 'oracle', 'sql', 'aws', 'git']",,,Ireland
454,Materials Data Analyst -  Temporary 9 months,Coca Cola Careers,"Ballina, County Mayo, Ireland",Non spécifié,"['r', 'dash', 'aws']",,,Ireland
455,Data Scientist II,Rent the Runway,"Galway, Ireland",Non spécifié,"['r', 'python']",,,Ireland
456,Lead Data Engineer,DraftKings,Anywhere,Non spécifié,"['kafka', 'r', 'airflow', 'bigquery', 'sql server', 'snowflake', 'mysql', 'excel', 's3', 'sql', 'aws', 'redshift', 'scala']",,,Anywhere
457,Data Analytics Consultant,Bluecrux,"Dublin, Ireland",Non spécifié,['r'],,,Ireland
458,Staff Data Engineer,Tenable,"Dublin, Ireland",Non spécifié,"['terraform', 'kafka', 'r', 'docker', 'snowflake', 'nosql', 'jenkins', 'excel', 'sql', 'aws', 'git', 'kubernetes', 'python']",,,Ireland
459,Bloomberg Data Management Services (DMS) Internship 2024 (Flex...,Bloomberg,Anywhere,Non spécifié,"['kafka', 'r', 'nosql', 'oracle', 'sql', 'java', 'python']",,,Anywhere
460,Data Integrity Analyst,PGIM,Ireland,Non spécifié,"['tableau', 'r', 'excel', 'sql', 'python']",,,Ireland
461,Data Architect,CFCL Cork,"Cork, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
462,ESG Data Operations,Careers at KKR,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'scala', 'python']",,,Ireland
463,Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['r', 'excel', 'sql', 'dash']",,,Ireland
464,Lead Data Scientist,Mastercard,"County Dublin, Ireland",Non spécifié,"['spark', 'generative ai', 'azure', 'tableau', 'r', 'excel', 'aws', 'dash', 'git', 'hadoop', 'python']",51.,72.9,Ireland
465,Senior Data Scientist,Stantec UK,"Dublin, Ireland",Non spécifié,"['spark', 'r', 'sql', 'git', 'python']",,,Ireland
466,Senior Data Scientist,2K,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Ireland
467,Managing Director of Global Privacy Legal & EMEA Data Protection...,Dell Technologies,"Cork, Ireland",Non spécifié,"['r', 'aws', 'excel', 'scala', 'git']",73.,71.9,Ireland
468,Market Data Operations,Enfusion,"Dublin, Ireland",Non spécifié,"['r', 'aws', 'excel', 'sql', 'scala', 'java']",,,Ireland
469,"Data, Technology & Change Graduate Programme 2024",Bank of Ireland,"Dublin, Ireland",Non spécifié,"['r', 'git']",,,Ireland
470,Data Analytics Consultant,Bluecrux,"Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
471,Senior Data Analyst,LearnUpon,Anywhere,Non spécifié,"['tableau', 'r', 'snowflake', 'mysql', 'excel', 'oracle', 'sql', 'dash', 'python']",,,Anywhere
472,Data Scientist,Apple,"Cork, Ireland",Non spécifié,"['streamlit', 'r', 'docker', 'mysql', 'excel', 'oracle', 'sql', 'kubernetes', 'python']",57.,72.7,Ireland
473,Data Analyst,PCI IRL Millmount Healthcare Ltd,Anywhere,Non spécifié,"['r', 'excel', 'dash']",,,Anywhere
474,"Senior Data Analyst, Analytics",chainlink labs,Anywhere,Non spécifié,"['gcp', 'r', 'oracle', 'sql', 'aws', 'dash', 'python']",,,Anywhere
475,Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['microservices', 'r', 'excel', 'aws', 'python']",,,Ireland
476,Data Analyst / Application Development Internship,IBM,"Dublin, Ireland",Non spécifié,['r'],52.,72.9,Ireland
477,Data Governance Manager,Innovate Skillsource,"Limerick, Ireland",Non spécifié,"['gcp', 'r', 'snowflake', 'excel', 'sql', 'aws']",,,Ireland
478,Data Center Technician (S2/S3) - France,Trinity IT Services,"Dublin 2, Ireland",Non spécifié,"['r', 'scala', 'python']",,,Ireland
479,Geith SAP Master Data Lead,Doosan Corp,"Swords, County Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
480,"Data Scientist, Product Analytics",Meta,"Dublin, Ireland",Non spécifié,"['r', 'sql', 'python']",,,Ireland
481,Analyst - Funds Operations - Data Management,CFCL Cork,"Cork, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
482,QA Systems Specialist,ABBVIE,"Carrigtohill, Carrigtwohill, County Cork, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
483,Operations Data Quality Analyst,Viatris,"Swords, County Dublin, Ireland",Non spécifié,"['r', 'sql server', 'excel', 'sql', 'dash']",,,Ireland
484,Senior Data Scientist,Teckro,Ireland,Non spécifié,"['generative ai', 'tableau', 'r', 'llm', 'excel', 'python']",,,Ireland
485,"Director, Data Center Operations Mgmt",ServiceNow,"Dublin, Ireland",Non spécifié,"['r', 'dash']",,,Ireland
486,Senior Pricing Data Scientist,Xcede,"Dublin, Ireland",Non spécifié,"['azure', 'r', 'excel', 'sql', 'aws', 'xgboost', 'random forest', 'python']",,,Ireland
487,Data Scientist - iToBoS,Trilateral Research,Anywhere,Non spécifié,"['scikit-learn', 'r', 'pandas', 'excel', 'sql', 'pytorch', 'git', 'random forest', 'python']",,,Anywhere
488,Principal Data Engineer,Outrider,"Dublin, Ireland",Non spécifié,"['spark', 'r', 'docker', 'pyspark', 'excel', 'aws', 'scala', 'python']",,,Ireland
489,Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['microservices', 'r', 'excel', 'aws', 'python']",,,Ireland
490,"Senior Data Analyst, Marketing Analytics",Intercom,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'dash', 'python']",,,Ireland
491,Data Analyst,Celtic Careers,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'azure']",,,Ireland
492,Lead Data Scientist,Mastercard,"Dublin, Ireland",Non spécifié,"['spark', 'generative ai', 'azure', 'tableau', 'r', 'excel', 'aws', 'dash', 'git', 'hadoop', 'python']",51.,72.9,Ireland
493,Expert Transparency Manager - Clinical Trial Data,Novartis Ireland Limited,"Dublin, Ireland",Non spécifié,['r'],85.,71.4,Ireland
494,Sr. Data Engineer,Snowflake,"Dublin, Ireland  (+1 other)",Non spécifié,"['r', 'airflow', 'snowflake', 'sql', 'python']",,,Ireland
495,Staff Software Engineer - Data Application Platform,Fivetran,"Dublin, Ireland",Non spécifié,"['java', 'azure', 'gcp', 'r', 'docker', 'sql server', 'jenkins', 'oracle', 'sql', 'aws', 'git', 'kubernetes']",,,Ireland
496,Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['r', 'excel', 'sql', 'dash']",,,Ireland
497,HR Data & Projects Specialist,Hays,Ireland,Non spécifié,"['r', 'excel']",,,Ireland
498,Data Loss Prevention Operations Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['r', 'scala', 'java', 'python']",,,Ireland
499,FS Technology Consulting - Data and Analytics - Senior Manager ...,EY,"Dublin 2, Ireland",Non spécifié,"['r', 'excel', 'git', 'scala']",,,Ireland
500,Principal Data Engineer,Optum,Anywhere,Non spécifié,"['java', 'spark', 'azure', 'kafka', 'r', 'docker', 'snowflake', 'nosql', 'sql', 'aws', 'scala', 'git', 'kubernetes']",,,Anywhere
501,Senior Data Scientist / Scientific Data Programmer Analyst,Irish Recruitment Consultants,Anywhere,Non spécifié,"['spark', 'jira', 'plotly', 'r', 'shiny', 'mysql', 'oracle', 'sql', 'dash', 'hadoop', 'sas', 'python']",,,Anywhere
502,Scientific Data Reviewer - Chemistry,Eurofins,"Dungarvan, County Waterford, Ireland",Non spécifié,['r'],,,Ireland
503,Senior Data Engineer - ETL,2K,"Dublin, Ireland",Non spécifié,"['spark', 'azure', 'gcp', 'kafka', 'r', 'airflow', 'databricks', 'snowflake', 'excel', 'flask', 'sql', 'aws', 'python']",,,Ireland
504,Carbon and Climate Change Executive - Reporting & Data Analytics,Primark,"Dublin, Ireland",Non spécifié,['r'],,,Ireland
505,Associate Data Protection Officer - Ireland,Binance,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'aws', 'dash', 'git', 'sas']",,,Ireland
506,Data Governance Senior Analyst,6842 DB Service Centre Limited,Anywhere,Non spécifié,"['r', 'excel', 'sql']",,,Anywhere
507,Master Data Analyst,PepsiCo,"Ballytrasna, Little Island, County Cork, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
508,Senior Data Operations Analyst,Dun & Bradstreet,"Dublin, Ireland",Non spécifié,"['r', 'databricks', 'snowflake', 'sql', 'dash', 'python']",,,Ireland
509,Data Scientist - TS/MS,Eli Lilly Kinsale Limited,"Limerick, Ireland",Non spécifié,"['r', 'sas', 'python']",,,Ireland
510,Sr Staff Database Engineer (PostgreSQL),ServiceNow,"Dublin, Ireland",Non spécifié,"['r', 'mysql', 'excel', 'sql', 'dash', 'scala']",,,Ireland
511,Relocate to Malta GCP Data and ML Engineer (Consulting/Big 4),Black Pen Recruitment,"Dublin, Ireland",Non spécifié,"['generative ai', 'streamlit', 'gcp', 'terraform', 'r', 'airflow', 'mlflow', 'git', 'hadoop', 'python']",,,Ireland
512,"Data Analytics, Principal Consultant (A&M Momentum)",Alvarez & Marsal,"Dublin, Ireland",Non spécifié,"['spark', 'generative ai', 'azure', 'r', 'aws', 'pyspark', 'excel', 'powerbi', 'sql', 'azure data factory', 'git', 'python']",,,Ireland
513,"Director, Product Management - SME Data Domain",Ireland: Mastercard Ireland Limited,Anywhere,Non spécifié,"['spark', 'r', 'excel', 'sql', 'dash', 'git', 'hadoop', 'python']",51.,72.9,Anywhere
514,Senior Data Scientist,Archer Recruitment,Anywhere,Non spécifié,"['r', 'nlp', 'llm', 'aws', 'pytorch', 'python']",,,Anywhere
515,Principal Data Engineer,UnitedHealth Group,"Dublin, Ireland",Non spécifié,"['java', 'spark', 'azure', 'kafka', 'r', 'docker', 'snowflake', 'nosql', 'sql', 'aws', 'scala', 'git', 'kubernetes']",,,Ireland
516,Data Protection and Sovereignty Senior Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['r', 'aws']",,,Ireland
517,Senior Big Data Engineer,Rerperio,Ireland,Non spécifié,"['azure', 'gcp', 'r', 'aws', 'hadoop']",,,Ireland
518,FS Technology Consulting - Financial Services - Data & Analytics...,EY,"Dublin 2, Ireland",Non spécifié,"['r', 'excel', 'git', 'scala']",,,Ireland
519,Manager Data Engineering & AI Remote,Cpl Resources - Limerick,Anywhere,Non spécifié,"['spark', 'jira', 'azure', 'gcp', 'r', 'sql server', 'snowflake', 'jenkins', 'sql', 'aws', 'hadoop', 'python']",,,Anywhere
520,"Data Engineer, Analytics",chainlink labs,Anywhere,Non spécifié,"['spark', 'gcp', 'terraform', 'r', 'airflow', 'pyspark', 'oracle', 'sql', 'aws', 'python']",,,Anywhere
521,Data Analyst,Rerperio,Ireland,Non spécifié,"['tableau', 'r', 'sql']",,,Ireland
522,Legal Counsel - Data Protection,NetApp,Ireland,Non spécifié,"['r', 'excel', 'aws']",,,Ireland
523,"Data Visualisation Developer / BI Developer (Tableau, Power BI, SQL)",IT Search,"Dublin, Ireland",Non spécifié,"['azure', 'tableau', 'r', 'databricks', 'nosql', 'excel', 'sql', 'powerbi', 'dash', 'git', 'python']",,,Ireland
524,Data Insights Analyst,Lex Consultancy,"Swords, County Dublin, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'powerbi', 'dash', 'git']",,,Ireland
525,"Senior Director, Enterprise Data Science",Alkermes,"Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
526,Market Data Manager,Heineken,"Cork, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
527,FS Technology Consulting - Data and Analytics - Data Architect ...,EY,"Galway, Ireland",Non spécifié,"['spark', 'azure', 'gcp', 'kafka', 'r', 'excel', 'aws', 'scala', 'git']",,,Ireland
528,"Python Data Engineer - 2/3 Years - €50,000-€55,000",Archer Recruitment,Anywhere,Non spécifié,"['r', 'pandas', 'sql', 'python']",,,Anywhere
529,Retail Ecommerce & Data Entry Personnel,Tadgh O Flynn Jewellers,"Nenagh, County Tipperary, Ireland",Non spécifié,"['r', 'git']",,,Ireland
530,Vendor Master Data Specialist,Gas Networks Ireland,"Cork, Ireland",Non spécifié,"['r', 'excel', 'oracle', 'scala']",,,Ireland
531,Language Data Analyst -Dutch- Cork,TELUS International,"Mayo, County Mayo, Ireland",Non spécifié,"['r', 'excel', 'scala']",,,Ireland
532,"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,"Cork, County Cork, Ireland",Non spécifié,"['r', 'sas', 'sql', 'python']",,,Ireland
533,Manager Data Engineering and AI,Carelon Global Solutions Ireland,"Limerick, Ireland",Non spécifié,"['spark', 'jira', 'azure', 'gcp', 'r', 'sql server', 'snowflake', 'jenkins', 'excel', 'sql', 'aws', 'git', 'hadoop', 'python']",,,Ireland
534,Lead Data Scientist,Mastercard,"Carrickmines, County Dublin, Ireland",Non spécifié,"['spark', 'generative ai', 'azure', 'tableau', 'r', 'excel', 'aws', 'dash', 'git', 'hadoop', 'python']",51.,72.9,Ireland
535,"Data x AI Engagement Lead, Solution Leadership team",Version1 Software,"Swords, County Dublin, Ireland",Non spécifié,"['azure', 'kafka', 'r', 'databricks', 'snowflake', 'excel', 'oracle', 'aws', 'azure data factory', 'git', 'gpt']",,,Ireland
536,Data Protection Analyst,Bord Gais Energy,Anywhere,Non spécifié,"['r', 'excel', 'aws']",,,Anywhere
537,Machine Learning Engineer (Regulatory Data Automation),Compliance & Risks,Anywhere,Non spécifié,"['tensorflow', 'r', 'nlp', 'llm', 'excel', 'transformers', 'pytorch', 'python']",,,Anywhere
538,Data Model Governance Lead Analyst - VP (Hybrid),02623 Citibank Europe plc,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
539,Design Manager | Data Centres,SONAS RECRUITMENT,"Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
540,Clinical Data Analyst- Kilkenny,UPMC Group,"Kilkenny, Ireland",Non spécifié,"['r', 'llm', 'excel']",,,Ireland
541,Supply Chain Master Data Analyst,Viatris,"Dublin, Ireland   (+2 others)",Non spécifié,"['r', 'excel', 'sql', 'scala']",,,Ireland
542,Legal Counsel,Informatica,"Dublin, Ireland   (+4 others)",Non spécifié,"['r', 'excel']",,,Ireland
543,Director Data Science & AI,Novartis,"Dublin, Ireland  (+1 other)",Non spécifié,"['r', 'git']",85.,71.4,Ireland
544,"Manager, Data Engineering",Mastercard,"Dublin, Ireland",Non spécifié,"['spark', 'jira', 'azure', 'gcp', 'r', 'databricks', 'excel', 'sql', 'aws', 'scala', 'git', 'python']",51.,72.9,Ireland
545,"Data Analyst / Engineer (Dublin, Ireland)",Connelly Partners,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'bigquery', 'sql', 'dash', 'git', 'sas', 'python']",,,Ireland
546,"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,Ireland,Non spécifié,"['r', 'sas', 'sql', 'python']",,,Ireland
547,Data Governance Manager,ESB,"Swords, County Dublin, Ireland",Non spécifié,"['r', 'excel', 'git']",,,Ireland
548,Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['r'],,,Ireland
549,Principal Clinical Data Standards Consultant,ICON Clinical Research Ltd,Anywhere,Non spécifié,"['r', 'excel', 'sas']",,,Anywhere
550,Senior Data Engineer,ESW,"Dublin, Ireland",Non spécifié,"['azure', 'gcp', 'kafka', 'r', 'airflow', 'bigquery', 'excel', 'sql', 'scala', 'java', 'python']",,,Ireland
551,"Manager, Data Science & Analytics",WP Engine,"Galway, Ireland",Non spécifié,"['r', 'bigquery', 'excel', 'sql', 'git', 'python']",,,Ireland
552,Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['r'],,,Ireland
553,Data Architect,Stelfox Tech Recruitment,"Dublin, Ireland",Non spécifié,"['spark', 'r', 'pyspark', 'excel', 's3', 'sql', 'aws', 'redshift', 'python']",,,Ireland
554,CRM Optimisation Manager – Europe Digital Hub,Diageo Ireland,Anywhere,Non spécifié,"['r', 'excel', 'git']",,,Anywhere
555,Data Center Electrical/Mechanical Project Manager,Amazon Web Services (AWS),"Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
556,Data Analytics and Assurance | Manager| RAS | Dublin,PwC Ireland,"Dublin, Ireland",Non spécifié,"['r', 'excel', 'vba', 'sql', 'git', 'sas']",,,Ireland
557,Software Engineer - Data Infrastructure - Kafka,Canonical,Anywhere,Non spécifié,"['spark', 'kafka', 'r', 'elasticsearch', 'mongodb', 'postgresql', 'nosql', 'mysql', 'excel', 'oracle', 'sql', 'git', 'kubernetes', 'python']",5.,76.2,Anywhere
